image_name,resized_size,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,aspect_ratio
Image_5536,384,50,40,45,2.48,0.8
Image_5535,384,83,81,82,3.0,0.98
Image_5534,384,32,28,30,2.84,0.88
Image_5533,384,23,31,27,1.57,1.35
Image_5531,384,39,18,26,1.31,0.46
Image_5530,384,74,70,72,3.81,0.95
Image_5529,384,52,53,52,2.41,1.02
Image_5528,384,40,58,48,1.47,1.45
Image_5527,384,82,76,79,2.34,0.93
Image_5526,384,47,42,44,3.55,0.89
Image_5525,384,69,80,74,3.64,1.16
Image_5524,384,35,33,34,2.48,0.94
Image_5523,384,66,60,63,3.37,0.91
Image_5522,384,42,40,41,4.17,0.95
Image_5521,384,51,52,51,2.67,1.02
Image_5520,384,66,75,70,4.26,1.14
Image_5519,384,65,82,73,3.53,1.26
Image_5518,384,48,48,48,2.81,1.0
Image_5517,384,49,54,51,3.19,1.1
Image_5516,384,106,103,104,2.21,0.97
Image_5502,384,73,106,88,3.2,1.45
Image_5501,384,53,71,61,3.51,1.34
Image_5500,384,35,39,37,3.75,1.11
Image_5499,384,32,41,36,1.85,1.28
Image_5497,384,43,68,54,3.09,1.58
Image_5496,384,24,47,34,3.18,1.96
Image_5495,384,51,73,61,3.54,1.43
Image_5494,384,35,49,41,3.67,1.4
Image_5493,384,67,86,76,5.69,1.28
Image_5492,384,55,80,66,3.03,1.45
Image_5491,384,27,43,34,2.36,1.59
Image_5490,384,19,34,25,3.33,1.79
Image_5489,384,33,34,33,2.24,1.03
Image_5488,384,58,74,66,3.55,1.28
Image_5487,384,52,69,60,2.7,1.33
Image_5486,384,46,60,53,3.26,1.3
Image_5485,384,40,55,47,3.43,1.38
Image_5484,384,27,38,32,2.71,1.41
Image_5483,384,54,78,65,4.25,1.44
Image_5482,384,36,48,42,3.5,1.33
Image_5481,384,27,35,31,1.63,1.3
Image_5480,384,29,44,36,1.82,1.52
Image_5479,384,33,49,40,1.96,1.48
Image_5478,384,49,65,56,2.62,1.33
Image_5477,384,48,68,57,3.06,1.42
Image_5476,384,37,37,37,2.34,1.0
Image_5475,384,72,78,75,4.39,1.08
Image_5474,384,33,52,41,3.32,1.58
Image_5473,384,29,31,30,2.39,1.07
Image_5472,384,33,39,36,2.28,1.18
Image_5471,384,45,46,45,1.49,1.02
Image_5470,384,68,92,79,4.25,1.35
Image_5469,384,20,29,24,3.64,1.45
Image_5467,384,75,79,77,3.31,1.05
Image_5466,384,22,20,21,1.76,0.91
Image_5465,384,47,52,49,2.1,1.11
Image_5457,384,102,72,86,3.45,0.71
Image_5456,384,77,80,78,2.01,1.04
Image_5455,384,109,75,90,3.56,0.69
Image_5454,384,118,48,75,5.79,0.41
Image_5453,384,105,71,86,2.05,0.68
Image_5452,384,64,63,63,2.72,0.98
Image_5451,384,49,53,51,2.55,1.08
Image_5450,384,29,33,31,3.36,1.14
Image_5449,384,59,63,61,4.75,1.07
Image_5448,384,63,92,76,1.48,1.46
Image_5447,384,63,44,53,2.34,0.7
Image_5446,384,70,38,52,3.57,0.54
Image_5445,384,32,46,38,3.46,1.44
Image_5443,384,37,20,27,1.96,0.54
Image_5442,384,116,85,99,8.39,0.73
Image_5441,384,35,31,33,2.61,0.89
Image_5440,384,85,56,69,2.59,0.66
Image_5439,384,82,95,88,2.61,1.16
Image_5438,384,70,54,61,3.63,0.77
Image_5437,384,39,69,52,2.43,1.77
Image_5436,384,108,81,94,3.41,0.75
Image_5435,384,48,70,58,1.31,1.46
Image_5434,384,113,74,91,3.25,0.65
Image_5433,384,100,91,95,3.73,0.91
Image_5431,384,59,71,65,3.76,1.2
Image_5430,384,79,60,69,1.94,0.76
Image_5428,384,84,123,102,1.83,1.46
Image_5427,384,101,71,85,2.92,0.7
Image_5426,384,77,67,72,5.7,0.87
Image_5425,384,70,73,71,1.44,1.04
Image_5424,384,46,66,55,2.46,1.43
Image_5423,384,83,116,98,3.03,1.4
Image_5422,384,95,62,77,5.92,0.65
Image_5421,384,113,71,90,4.27,0.63
Image_5420,384,102,74,87,3.18,0.73
Image_5419,384,55,87,69,3.34,1.58
Image_5418,384,75,73,74,2.62,0.97
Image_5417,384,36,29,32,2.86,0.81
Image_5416,384,30,60,42,2.43,2.0
Image_5415,384,33,41,37,2.97,1.24
Image_5413,384,75,63,69,5.85,0.84
Image_5412,384,114,68,88,2.75,0.6
Image_5411,384,82,91,86,2.56,1.11
Image_5410,384,57,40,48,3.13,0.7
Image_5409,384,98,76,86,4.57,0.78
Image_5407,384,45,42,43,2.46,0.93
Image_5406,384,61,82,71,2.83,1.34
Image_5405,384,46,47,46,2.68,1.02
Image_5404,384,67,86,76,2.91,1.28
Image_5403,384,90,33,54,2.17,0.37
Image_5402,384,78,71,74,6.14,0.91
Image_5401,384,78,34,51,2.44,0.44
Image_5400,384,114,97,105,3.7,0.85
Image_5399,384,85,76,80,3.93,0.89
Image_5398,384,54,48,51,3.18,0.89
Image_5397,384,92,76,84,5.26,0.83
Image_5396,384,55,61,58,4.12,1.11
Image_5395,384,113,62,84,4.34,0.55
Image_5394,384,105,54,75,1.85,0.51
Image_5393,384,59,64,61,1.94,1.08
Image_5355,384,33,38,35,1.71,1.15
Image_5354,384,35,49,41,1.31,1.4
Image_5353,384,23,25,24,1.31,1.09
Image_5352,384,18,9,13,1.13,0.5
Image_5351,384,27,33,30,2.86,1.22
Image_5349,384,20,15,17,1.31,0.75
Image_5348,384,43,42,42,1.72,0.98
Image_5347,384,16,19,17,1.85,1.19
Image_5346,384,21,34,27,2.44,1.62
Image_5344,384,13,21,17,1.31,1.62
Image_5343,384,21,18,19,2.59,0.86
Image_5342,384,31,18,24,2.24,0.58
Image_5341,384,39,24,31,2.48,0.62
Image_5340,384,41,45,43,2.05,1.1
Image_5339,384,42,44,43,1.92,1.05
Image_5338,384,18,22,20,2.03,1.22
Image_5336,384,15,17,16,1.31,1.13
Image_5335,384,22,21,21,2.12,0.95
Image_5334,384,36,36,36,2.21,1.0
Image_5333,384,18,22,20,1.63,1.22
Image_5332,384,35,40,37,1.59,1.14
Image_5331,384,18,14,16,1.57,0.78
Image_5330,384,14,14,14,1.75,1.0
Image_5329,384,32,28,30,1.85,0.88
Image_5328,384,16,22,19,0.97,1.38
Image_5327,384,19,19,19,3.28,1.0
Image_5326,384,23,26,24,0.69,1.13
Image_5325,384,20,16,18,1.59,0.8
Image_5324,384,43,53,48,4.41,1.23
Image_5323,384,31,57,42,3.27,1.84
Image_5322,384,22,34,27,1.93,1.55
Image_5321,384,81,63,71,4.7,0.78
Image_5320,384,61,78,69,2.48,1.28
Image_5319,384,28,140,63,6.77,5.0
Image_5318,384,121,122,121,2.49,1.01
Image_5317,384,36,50,42,2.22,1.39
Image_5316,384,13,11,12,1.72,0.85
Image_5315,384,52,56,54,2.88,1.08
Image_5314,384,53,111,77,1.82,2.09
Image_5313,384,70,56,63,5.0,0.8
Image_5312,384,87,114,100,2.05,1.31
Image_5311,384,71,64,67,2.95,0.9
Image_5310,384,94,69,81,3.34,0.73
Image_5309,384,50,31,39,4.06,0.62
Image_5308,384,14,19,16,3.29,1.36
Image_5307,384,25,38,31,1.97,1.52
Image_5306,384,29,77,47,5.59,2.66
Image_5305,384,89,66,77,2.64,0.74
Image_5304,384,79,56,67,3.27,0.71
Image_5303,384,110,60,81,3.77,0.55
Image_5302,384,62,94,76,5.04,1.52
Image_5301,384,83,93,88,3.95,1.12
Image_5300,384,65,160,102,1.94,2.46
Image_5299,384,58,60,59,5.42,1.03
Image_5298,384,70,60,65,5.37,0.86
Image_5297,384,42,50,46,3.85,1.19
Image_5296,384,32,61,44,2.94,1.91
Image_5294,384,63,64,63,2.72,1.02
Image_5293,384,83,108,95,6.05,1.3
Image_5292,384,64,105,82,3.05,1.64
Image_5291,384,49,77,61,3.54,1.57
Image_5290,384,22,30,26,1.48,1.36
Image_5289,384,16,8,11,1.48,0.5
Image_5288,384,19,20,19,2.19,1.05
Image_5287,384,88,90,89,1.89,1.02
Image_5286,384,27,36,31,1.28,1.33
Image_5285,384,19,28,23,3.11,1.47
Image_5284,384,28,31,29,1.58,1.11
Image_5283,384,42,45,43,1.77,1.07
Image_5282,384,24,26,25,1.28,1.08
Image_5281,384,26,26,26,2.05,1.0
Image_5280,384,34,37,35,1.31,1.09
Image_5279,384,26,26,26,1.83,1.0
Image_5278,384,33,38,35,2.03,1.15
Image_5277,384,19,30,24,1.89,1.58
Image_5276,384,35,21,27,1.89,0.6
Image_5274,384,16,24,20,1.19,1.5
Image_5273,384,14,19,16,1.19,1.36
Image_5272,384,10,22,15,1.63,2.2
Image_5271,384,55,63,59,1.43,1.15
Image_5270,384,22,20,21,1.37,0.91
Image_5269,384,160,16,51,4.3,0.1
Image_5268,384,75,10,27,1.19,0.13
Image_5267,384,231,33,87,6.87,0.14
Image_5266,384,99,19,43,4.69,0.19
Image_5265,384,143,27,62,5.98,0.19
Image_5264,384,187,26,70,5.62,0.14
Image_5263,384,55,13,27,4.37,0.24
Image_5262,384,189,27,71,7.75,0.14
Image_5261,384,49,69,58,2.92,1.41
Image_5260,384,60,47,53,2.54,0.78
Image_5259,384,44,49,46,4.53,1.11
Image_5258,384,38,25,31,3.81,0.66
Image_5257,384,50,60,55,3.35,1.2
Image_5255,384,109,78,92,1.13,0.72
Image_5254,384,70,53,61,2.65,0.76
Image_5253,384,105,64,82,3.62,0.61
Image_5252,384,75,67,71,5.29,0.89
Image_5251,384,161,69,105,7.01,0.43
Image_5250,384,57,125,84,3.12,2.19
Image_5249,384,107,138,122,5.87,1.29
Image_5248,384,113,77,93,3.82,0.68
Image_5247,384,83,92,87,5.16,1.11
Image_5246,384,61,62,61,3.98,1.02
Image_5245,384,86,58,71,1.7,0.67
Image_5244,384,47,67,56,1.37,1.43
Image_5243,384,74,85,79,4.56,1.15
Image_5241,384,53,54,53,1.13,1.02
Image_5240,384,55,83,68,1.28,1.51
Image_5239,384,73,106,88,3.05,1.45
Image_5238,384,154,91,118,4.52,0.59
Image_5237,384,77,73,75,2.04,0.95
Image_5235,384,70,65,67,2.65,0.93
Image_5234,384,96,66,80,7.17,0.69
Image_5233,384,71,64,67,4.89,0.9
Image_5232,384,37,40,38,2.81,1.08
Image_5231,384,34,45,39,4.78,1.32
Image_5230,384,40,67,52,4.98,1.68
Image_5199,384,22,40,30,2.27,1.82
Image_5198,384,45,28,35,4.53,0.62
Image_5197,384,53,54,53,0.69,1.02
Image_5196,384,19,14,16,1.72,0.74
Image_5195,384,13,8,10,0.69,0.62
Image_5194,384,15,12,13,1.72,0.8
Image_5193,384,35,39,37,2.23,1.11
Image_5192,384,8,7,7,1.19,0.88
Image_5191,384,43,41,42,1.73,0.95
Image_5189,384,15,23,19,2.24,1.53
Image_5188,384,29,36,32,2.34,1.24
Image_5187,384,64,101,80,2.84,1.58
Image_5186,384,25,44,33,2.44,1.76
Image_5185,384,34,43,38,2.28,1.26
Image_5184,384,13,13,13,1.13,1.0
Image_5183,384,14,12,13,2.03,0.86
Image_5182,384,16,19,17,1.68,1.19
Image_5181,384,13,18,15,1.33,1.38
Image_5180,384,58,40,48,2.97,0.69
Image_5179,384,45,35,40,2.49,0.78
Image_5177,384,25,21,23,2.16,0.84
Image_5176,384,22,22,22,2.53,1.0
Image_5175,384,20,136,52,4.62,6.8
Image_5174,384,14,152,46,5.09,10.86
Image_5173,384,20,132,51,2.76,6.6
Image_5172,384,22,255,75,3.8,11.59
Image_5171,384,31,34,32,2.55,1.1
Image_5169,384,18,87,40,4.73,4.83
Image_5168,384,36,142,71,7.17,3.94
Image_5167,384,25,151,61,5.23,6.04
Image_5166,384,17,165,53,2.21,9.71
Image_5165,384,29,132,62,4.39,4.55
Image_5164,384,17,113,44,3.6,6.65
Image_5163,384,23,185,65,3.86,8.04
Image_5162,384,14,126,42,2.25,9.0
Image_5161,384,19,149,53,4.72,7.84
Image_5160,384,24,54,36,2.62,2.25
Image_5159,384,22,171,61,2.95,7.77
Image_5158,384,42,96,63,3.46,2.29
Image_5139,384,72,64,68,4.86,0.89
Image_5138,384,51,56,53,3.42,1.1
Image_5137,384,32,50,40,3.03,1.56
Image_5136,384,60,61,60,3.21,1.02
Image_5135,384,37,43,40,2.08,1.16
Image_5134,384,38,56,46,2.23,1.47
Image_5133,384,46,45,45,3.49,0.98
Image_5132,384,28,54,39,2.34,1.93
Image_5131,384,34,44,39,3.27,1.29
Image_5130,384,33,41,37,3.52,1.24
Image_5129,384,35,37,36,2.56,1.06
Image_5128,384,69,90,79,5.14,1.3
Image_5126,384,73,97,84,4.66,1.33
Image_5125,384,81,132,103,3.44,1.63
Image_5124,384,81,122,99,1.97,1.51
Image_5123,384,60,115,83,3.89,1.92
Image_5122,384,34,14,22,2.89,0.41
Image_5121,384,54,59,56,3.25,1.09
Image_5120,384,13,19,16,2.27,1.46
Image_5119,384,19,22,20,2.15,1.16
Image_5058,384,37,40,38,2.36,1.08
Image_5057,384,13,14,13,1.13,1.08
Image_5056,384,25,27,26,1.94,1.08
Image_5055,384,27,30,28,3.2,1.11
Image_5054,384,38,40,39,2.44,1.05
Image_5053,384,28,32,30,3.25,1.14
Image_5052,384,16,16,16,1.47,1.0
Image_5051,384,29,25,27,2.58,0.86
Image_5050,384,20,20,20,2.5,1.0
Image_5049,384,23,30,26,3.0,1.3
Image_5042,384,114,88,100,5.53,0.77
Image_5041,384,53,141,86,3.27,2.66
Image_5040,384,98,87,92,4.12,0.89
Image_5039,384,44,55,49,4.01,1.25
Image_5038,384,63,58,60,3.19,0.92
Image_5037,384,61,99,78,3.67,1.62
Image_5036,384,56,71,63,3.86,1.27
Image_5035,384,158,95,123,4.5,0.6
Image_5034,384,105,169,133,5.01,1.61
Image_5033,384,122,75,96,2.01,0.61
Image_5032,384,92,69,80,3.54,0.75
Image_5031,384,117,72,92,1.48,0.62
Image_5030,384,118,115,116,3.4,0.97
Image_5029,384,84,97,90,5.99,1.15
Image_5028,384,100,130,114,5.49,1.3
Image_5027,384,70,88,78,2.41,1.26
Image_5026,384,66,80,73,3.03,1.21
Image_5025,384,109,78,92,4.46,0.72
Image_5024,384,88,54,69,3.41,0.61
Image_5023,384,112,66,86,3.24,0.59
Image_5022,384,83,75,79,6.72,0.9
Image_5021,384,26,34,30,1.76,1.31
Image_5020,384,11,13,12,2.08,1.18
Image_5019,384,15,13,14,1.73,0.87
Image_5018,384,5,12,8,1.58,2.4
Image_5017,384,21,50,32,2.98,2.38
Image_5016,384,16,41,26,1.99,2.56
Image_5015,384,28,32,30,3.09,1.14
Image_5014,384,20,37,27,2.43,1.85
Image_5013,384,46,115,73,3.96,2.5
Image_5012,384,16,14,15,2.13,0.88
Image_5011,384,9,21,14,2.64,2.33
Image_5010,384,25,21,23,4.15,0.84
Image_5009,384,19,45,29,2.45,2.37
Image_5008,384,8,9,8,1.82,1.12
Image_5007,384,7,8,7,1.89,1.14
Image_5006,384,23,28,25,4.64,1.22
Image_5005,384,22,31,26,3.33,1.41
Image_5004,384,17,33,24,2.43,1.94
Image_5003,384,10,11,10,1.89,1.1
Image_5000,384,28,20,24,3.04,0.71
Image_4999,384,7,13,10,1.48,1.86
Image_4998,384,19,49,31,3.03,2.58
Image_4997,384,5,10,7,1.76,2.0
Image_4996,384,11,22,16,2.62,2.0
Image_4995,384,62,79,70,4.69,1.27
Image_4994,384,13,27,19,2.84,2.08
Image_4993,384,37,61,48,4.5,1.65
Image_4992,384,17,17,17,2.31,1.0
Image_4991,384,38,73,53,2.75,1.92
Image_4990,384,15,23,19,1.97,1.53
Image_4989,384,32,63,45,3.23,1.97
Image_4988,384,24,55,36,4.88,2.29
Image_4987,384,21,30,25,2.61,1.43
Image_4986,384,38,52,44,3.91,1.37
Image_4985,384,98,139,117,4.26,1.42
Image_4984,384,127,130,128,2.8,1.02
Image_4983,384,49,47,48,4.65,0.96
Image_4982,384,58,83,69,1.73,1.43
Image_4981,384,29,49,38,2.12,1.69
Image_4980,384,128,121,124,2.3,0.95
Image_4979,384,15,18,16,2.2,1.2
Image_4978,384,59,47,53,0.97,0.8
Image_4976,384,19,22,20,3.03,1.16
Image_4975,384,85,130,105,1.85,1.53
Image_4973,384,10,28,17,1.19,2.8
Image_4972,384,19,30,24,2.68,1.58
Image_4971,384,37,55,45,5.35,1.49
Image_4873,384,23,18,20,2.81,0.78
Image_4872,384,37,105,62,2.59,2.84
Image_4871,384,15,29,21,1.76,1.93
Image_4870,384,34,140,69,3.14,4.12
Image_4868,384,23,44,32,2.24,1.91
Image_4867,384,37,114,65,3.37,3.08
Image_4866,384,42,108,67,4.27,2.57
Image_4865,384,36,126,67,3.45,3.5
Image_4864,384,64,69,66,2.9,1.08
Image_4863,384,13,32,20,2.89,2.46
Image_4862,384,14,34,22,2.97,2.43
Image_4861,384,30,67,45,3.38,2.23
Image_4860,384,79,67,73,3.92,0.85
Image_4859,384,52,91,69,3.9,1.75
Image_4857,384,53,70,61,4.87,1.32
Image_4856,384,72,98,84,5.41,1.36
Image_4793,384,44,56,50,3.08,1.27
Image_4792,384,18,27,22,2.45,1.5
Image_4791,384,59,80,69,4.84,1.36
Image_4790,384,69,68,68,2.12,0.99
Image_4789,384,21,35,27,2.27,1.67
Image_4788,384,27,39,32,2.7,1.44
Image_4787,384,50,66,57,2.34,1.32
Image_4786,384,14,20,17,1.82,1.43
Image_4785,384,70,69,69,2.59,0.99
Image_4784,384,85,55,68,2.83,0.65
Image_4783,384,50,79,63,3.6,1.58
Image_4782,384,18,23,20,1.45,1.28
Image_4781,384,46,64,54,1.48,1.39
Image_4780,384,92,87,89,2.78,0.95
Image_4779,384,37,38,37,2.64,1.03
Image_4778,384,38,38,38,3.51,1.0
Image_4777,384,71,116,91,2.66,1.63
Image_4776,384,77,112,93,3.59,1.45
Image_4775,384,44,55,49,3.22,1.25
Image_4774,384,24,33,28,2.82,1.38
Image_4773,384,69,70,69,1.19,1.01
Image_4772,384,84,89,86,2.62,1.06
Image_4771,384,24,38,30,2.19,1.58
Image_4770,384,39,57,47,5.15,1.46
Image_4769,384,30,28,29,2.52,0.93
Image_4768,384,45,69,56,2.46,1.53
Image_4767,384,44,80,59,5.38,1.82
Image_4702,384,24,31,27,2.43,1.29
Image_4701,384,13,12,12,1.73,0.92
Image_4700,384,13,11,12,2.12,0.85
Image_4699,384,56,69,62,3.03,1.23
Image_4698,384,23,32,27,1.76,1.39
Image_4697,384,17,19,18,1.86,1.12
Image_4696,384,43,35,39,1.84,0.81
Image_4695,384,24,37,30,2.57,1.54
Image_4693,384,57,34,44,3.37,0.6
Image_4692,384,66,20,36,3.6,0.3
Image_4691,384,11,20,15,1.96,1.82
Image_4690,384,17,19,18,2.4,1.12
Image_4689,384,11,11,11,2.34,1.0
Image_4688,384,15,33,22,2.41,2.2
Image_4686,384,21,15,18,1.89,0.71
Image_4685,384,18,16,17,2.38,0.89
Image_4683,384,16,27,21,2.08,1.69
Image_4682,384,20,13,16,2.63,0.65
Image_4681,384,51,56,53,4.8,1.1
Image_4680,384,33,22,27,2.92,0.67
Image_4679,384,36,30,33,2.4,0.83
Image_4678,384,66,32,46,3.5,0.48
Image_4677,384,39,38,38,4.29,0.97
Image_4676,384,48,73,59,4.19,1.52
Image_4675,384,19,32,25,2.67,1.68
Image_4674,384,25,31,28,3.97,1.24
Image_4673,384,35,32,33,2.23,0.91
Image_4672,384,22,23,22,2.09,1.05
Image_4671,384,13,34,21,1.59,2.62
Image_4670,384,15,28,20,2.58,1.87
Image_4669,384,17,20,18,2.95,1.18
Image_4668,384,30,28,29,1.89,0.93
Image_4667,384,21,22,21,2.34,1.05
Image_4666,384,17,23,20,1.94,1.35
Image_4665,384,16,35,24,2.59,2.19
Image_4664,384,17,19,18,1.31,1.12
Image_4663,384,51,45,48,5.96,0.88
Image_4662,384,15,24,19,1.62,1.6
Image_4661,384,23,51,34,1.72,2.22
Image_4660,384,27,25,26,2.14,0.93
Image_4659,384,21,43,30,2.51,2.05
Image_4658,384,10,26,16,2.52,2.6
Image_4657,384,9,12,10,1.76,1.33
Image_4656,384,18,11,14,1.72,0.61
Image_4655,384,26,42,33,2.64,1.62
Image_4654,384,16,23,19,1.19,1.44
Image_4653,384,17,16,16,2.71,0.94
Image_4652,384,29,34,31,3.56,1.17
Image_4651,384,20,30,24,2.51,1.5
Image_4650,384,62,23,38,2.3,0.37
Image_4649,384,15,21,18,2.31,1.4
Image_4648,384,18,21,19,2.76,1.17
Image_4647,384,37,36,36,2.73,0.97
Image_4646,384,23,27,25,2.08,1.17
Image_4645,384,30,22,26,2.77,0.73
Image_4644,384,20,16,18,2.24,0.8
Image_4643,384,18,17,17,2.34,0.94
Image_4642,384,31,36,33,1.33,1.16
Image_4641,384,37,43,40,3.96,1.16
Image_4640,384,17,16,16,1.84,0.94
Image_4639,384,54,68,61,3.29,1.26
Image_4638,384,13,20,16,1.57,1.54
Image_4636,384,51,63,57,3.16,1.24
Image_4635,384,65,86,75,5.01,1.32
Image_4634,384,19,25,22,1.6,1.32
Image_4633,384,53,56,54,4.03,1.06
Image_4632,384,60,86,72,4.38,1.43
Image_4631,384,9,10,9,1.89,1.11
Image_4630,384,8,16,11,1.57,2.0
Image_4629,384,14,13,13,1.76,0.93
Image_4628,384,13,19,16,2.4,1.46
Image_4627,384,14,15,14,1.31,1.07
Image_4625,384,25,21,23,2.52,0.84
Image_4624,384,29,31,30,2.68,1.07
Image_4623,384,37,48,42,3.64,1.3
Image_4622,384,8,12,10,1.94,1.5
Image_4621,384,33,29,31,2.16,0.88
Image_4620,384,17,16,16,1.33,0.94
Image_4619,384,33,32,32,2.54,0.97
Image_4618,384,32,53,41,3.49,1.66
Image_4617,384,22,41,30,3.2,1.86
Image_4616,384,20,16,18,2.58,0.8
Image_4615,384,39,50,44,2.26,1.28
Image_4614,384,18,11,14,2.13,0.61
Image_4613,384,15,10,12,1.31,0.67
Image_4612,384,20,20,20,2.71,1.0
Image_4527,384,58,148,93,5.2,2.55
Image_4526,384,33,136,67,3.17,4.12
Image_4525,384,68,157,103,8.75,2.31
Image_4524,384,27,173,68,3.09,6.41
Image_4523,384,38,70,52,4.58,1.84
Image_4522,384,52,89,68,4.71,1.71
Image_4521,384,123,86,103,10.33,0.7
Image_4520,384,29,56,40,2.48,1.93
Image_4519,384,80,111,94,9.21,1.39
Image_4518,384,34,160,74,4.89,4.71
Image_4517,384,42,113,69,6.74,2.69
Image_4516,384,56,164,96,7.54,2.93
Image_4514,384,72,96,83,7.65,1.33
Image_4513,384,64,211,116,4.34,3.3
Image_4512,384,60,69,64,2.22,1.15
Image_4511,384,66,75,70,4.09,1.14
Image_4509,384,13,59,28,2.76,4.54
Image_4508,384,24,40,31,3.82,1.67
Image_4507,384,46,49,47,2.85,1.07
Image_4505,384,66,92,78,3.72,1.39
Image_4504,384,10,31,18,0.97,3.1
Image_4503,384,64,91,76,7.78,1.42
Image_4491,384,133,106,119,3.79,0.8
Image_4490,384,19,24,21,2.26,1.26
Image_4489,384,58,77,67,2.13,1.33
Image_4488,384,67,97,81,3.85,1.45
Image_4487,384,69,45,56,3.55,0.65
Image_4486,384,56,75,65,5.07,1.34
Image_4485,384,77,52,63,5.03,0.68
Image_4484,384,44,65,53,3.78,1.48
Image_4483,384,89,112,100,3.27,1.26
Image_4482,384,40,54,46,4.32,1.35
Image_4481,384,46,72,58,3.54,1.57
Image_4480,384,25,37,30,1.73,1.48
Image_4479,384,56,76,65,2.71,1.36
Image_4477,384,53,62,57,2.05,1.17
Image_4476,384,19,27,23,2.25,1.42
Image_4475,384,62,94,76,4.08,1.52
Image_4474,384,32,37,34,3.55,1.16
Image_4473,384,49,59,54,1.84,1.2
Image_4472,384,33,34,33,2.95,1.03
Image_4469,384,20,30,24,1.45,1.5
Image_4468,384,103,65,82,5.79,0.63
Image_4467,384,48,70,58,3.0,1.46
Image_4466,384,33,52,41,2.56,1.58
Image_4465,384,55,76,65,6.16,1.38
Image_4463,384,35,54,43,3.15,1.54
Image_4462,384,28,50,37,2.88,1.79
Image_4460,384,103,107,105,3.92,1.04
Image_4459,384,19,29,23,2.81,1.53
Image_4458,384,87,93,90,2.84,1.07
Image_4457,384,48,71,58,4.25,1.48
Image_4456,384,60,43,51,4.42,0.72
Image_4455,384,20,13,16,3.47,0.65
Image_4453,384,65,89,76,2.95,1.37
Image_4452,384,54,88,69,3.15,1.63
Image_4451,384,83,132,105,3.25,1.59
Image_4450,384,27,32,29,2.03,1.19
Image_4449,384,33,54,42,1.98,1.64
Image_4448,384,96,110,103,3.95,1.15
Image_4447,384,98,68,82,3.14,0.69
Image_4446,384,64,40,51,3.22,0.62
Image_4445,384,31,65,45,2.23,2.1
Image_4444,384,63,47,54,3.46,0.75
Image_4443,384,53,66,59,2.66,1.25
Image_4442,384,62,98,78,6.15,1.58
Image_4441,384,24,32,28,2.68,1.33
Image_4439,384,77,102,89,4.4,1.32
Image_4438,384,30,46,37,3.28,1.53
Image_4437,384,110,58,80,4.54,0.53
Image_4436,384,70,96,82,2.93,1.37
Image_4435,384,41,81,58,4.23,1.98
Image_4434,384,83,119,99,5.72,1.43
Image_4433,384,56,90,71,4.41,1.61
Image_4432,384,28,57,40,5.77,2.04
Image_4431,384,22,97,46,2.56,4.41
Image_4430,384,67,58,62,3.39,0.87
Image_4429,384,60,90,73,4.91,1.5
Image_4428,384,87,70,78,6.49,0.8
Image_4427,384,145,56,90,3.86,0.39
Image_4426,384,49,113,74,3.96,2.31
Image_4425,384,61,89,74,3.42,1.46
Image_4424,384,90,67,78,4.08,0.74
Image_4403,384,38,22,29,2.95,0.58
Image_4402,384,33,38,35,3.19,1.15
Image_4401,384,23,9,14,2.3,0.39
Image_4400,384,34,27,30,2.61,0.79
Image_4399,384,17,19,18,2.9,1.12
Image_4398,384,28,46,36,1.59,1.64
Image_4397,384,76,65,70,3.61,0.86
Image_4396,384,44,42,43,2.27,0.95
Image_4395,384,47,55,51,3.19,1.17
Image_4394,384,14,12,13,1.58,0.86
Image_4393,384,40,27,33,2.97,0.68
Image_4392,384,21,26,23,2.58,1.24
Image_4391,384,12,16,14,1.19,1.33
Image_4390,384,17,25,21,3.69,1.47
Image_4389,384,36,36,36,4.61,1.0
Image_4388,384,43,38,40,2.89,0.88
Image_4387,384,35,28,31,3.36,0.8
Image_4386,384,24,43,32,3.3,1.79
Image_4385,384,27,32,29,2.81,1.19
Image_4384,384,24,25,24,5.23,1.04
Image_4383,384,19,14,16,2.31,0.74
Image_4382,384,20,34,26,1.82,1.7
Image_4381,384,17,20,18,1.89,1.18
Image_4380,384,8,12,10,1.89,1.5
Image_4379,384,69,51,59,3.63,0.74
Image_4378,384,35,35,35,2.36,1.0
Image_4377,384,9,26,15,3.01,2.89
Image_4376,384,21,23,22,2.02,1.1
Image_4375,384,17,34,24,2.34,2.0
Image_4374,384,21,28,24,2.17,1.33
Image_4373,384,63,22,37,3.68,0.35
Image_4372,384,15,23,19,0.9,1.53
Image_4371,384,30,28,29,2.9,0.93
Image_4370,384,13,16,14,2.79,1.23
Image_4369,384,16,30,22,2.34,1.88
Image_4368,384,24,13,18,1.72,0.54
Image_4367,384,21,27,24,1.84,1.29
Image_4366,384,14,22,18,2.61,1.57
Image_4365,384,45,56,50,4.07,1.24
Image_4364,384,18,28,22,3.42,1.56
Image_4363,384,20,16,18,1.72,0.8
Image_4362,384,31,20,25,2.48,0.65
Image_4361,384,50,46,48,2.4,0.92
Image_4360,384,56,54,55,2.66,0.96
Image_4359,384,18,31,24,2.26,1.72
Image_4358,384,48,38,43,2.96,0.79
Image_4357,384,7,12,9,1.33,1.71
Image_4356,384,16,15,15,2.43,0.94
Image_4355,384,43,30,36,2.91,0.7
Image_4354,384,17,22,19,2.84,1.29
Image_4353,384,22,40,30,1.59,1.82
